id,code,name
5136,TGH,"Tongoa, Vanuatu: Tongoa Airport"
5137,TGI,"Tingo Maria, Peru: Tingo Maria Airport"
5138,TGM,"Targu Mures, Romania: Transilvania Targu Mures"
5139,TGR,"Touggourt, Algeria: Touggourt/Sidi Mahdi"
5140,TGT,"Tanga, Tanzania: Tanga Airport"
5141,TGU,"Tegucigalpa, Honduras: Toncontin International"
5142,TGZ,"Tuxtla Gutierrez, Mexico: Angel Albino Corzo"
5143,THA,"Tullahoma, TN: Tullahoma Regional Airport/William Northern Field"
5144,THE,"Teresina, Brazil: Senador Petronio Portella"
5145,THF,"Berlin, Germany: Tempelhof"
5146,THG,"Biloela, Australia: Biloela (Thangool)"
5147,THN,"Trollhattan, Sweden: Trollhattan Vanersborg"
5148,THP,"Thermopolis, WY: Hot Springs County Thermopolis Municipal"
5149,THR,"Tehran, Iran: Mehrabad International"
5150,THU,"Thule, Greenland: Thule Air Base"
5151,THV,"York, PA: York Airport"
5152,THZ,"Tahoua, Niger: Tahoua Airport"
5153,TIA,"Tirana, Albania: Tirana International"
5154,TIC,"Tinak, Marshall Islands: Tinak Airport"
5155,TIE,"Tippi, Ethiopia: Tippi Airport"
5156,TIF,"Taif, Saudi Arabia: Taif Airport"
5157,TIH,"Tikehau, French Polynesia: Tikehau Airport"
5158,TIJ,"Tijuana, Mexico: General Abelardo L. Rodriguez International"
5159,TIK,"Oklahoma City, OK: Tinker AFB"
5160,TIM,"Tembagapura, Indonesia: Moses Kilangin"
5161,TIN,"Tindouf, Algeria: Tindouf Airport"
5162,TIP,"Tripoli, Libya: Tripoli International"
5163,TIQ,"Tinian, TT: Tinian International"
5164,TIR,"Tirupati, India: Tirupati Airport"
5165,TIS,"Thursday Island, Australia: Horn Island"
5166,TIU,"Timaru, New Zealand: Timaru Airport"
5167,TIV,"Tivat, Montenegro: Tivat Airport"
5168,TIW,"Tacoma, WA: Tacoma Narrows"
5169,TIX,"Titusville, FL: Space Coast Regional"
5170,TIY,"Tidjikja, Mauritania: Tidjikja Airport"
5171,TIZ,"Tari, Papua New Guinea: Tari Airport"
5172,TJA,"Tarija, Bolivia: Cap Av Oriel Lea Plaza International"
5173,TJI,"Trujillo, Honduras: Trujillo Airport"
5174,TJM,"Tyumen, Russia: Roshchino"
5175,TK1,"Ankara, Turkey: Akinci"
5176,TKA,"Talkeetna, AK: Talkeetna Airport"
5177,TKC,"Tiko, Cameroon: Tiko Airport"
5178,TKD,"Takoradi, Ghana: Takoradi Airport"
5179,TKE,"Tenakee, AK: Tenakee Airport"
5180,TKF,"Truckee, CA: Truckee Tahoe"
5181,TKG,"Bandar Lampung, Indonesia: Branti"
5182,TKH,"Takhli, Thailand: Takhli Airport"
5183,TKI,"Tokeen, AK: Tokeen Airport"
5184,TKJ,"Tok, AK: Tok Junction"
5185,TKK,"Chuuk, Federated States of Micronesia: Chuuk International"
5186,TKL,"Taku Lodge, AK: Taku Seaplane Base"
5187,TKM,"Tikal, Guatemala: Tikal Airport"
5188,TKQ,"Kigoma, Tanzania: Kigoma Airport"
5189,TKR,"Thakurgaon, Bangladesh: Thakurgaon Stol Port"
5190,TKS,"Tokushima, Japan: Tokushima Airport"
5191,TKT,"Tak, Thailand: Tak Airport"
5192,TKU,"Turku, Finland: Turku Airport"
5193,TLA,"Teller, AK: Teller Airport"
5194,TLC,"Toluca, Mexico: Licenciado Adolfo Lopez Mateos International"
5195,TLE,"Tulear, Madagascar: Tulear Airport"
5196,TLF,"Telida, AK: Telida Airport"
5197,TLH,"Tallahassee, FL: Tallahassee Regional"
5198,TLJ,"Tatalina, AK: Tatalina LRRS"
5199,TLK,"Tikchik Lodge, AK: Tikchik Lodge Airport"
5200,TLL,"Tallinn, Estonia: Lennart Meri Tallinn"
5201,TLM,"Tlemcen, Algeria: Zenata-Messali El Hadj"
5202,TLN,"Toulon/Hyeres, France: Hyeres Le Palyvestre"
5203,TLR,"Tulare, CA: Mefford Field"
5204,TLS,"Toulouse, France: Toulouse Blagnac"
5205,TLT,"Tuluksak, AK: Tuluksak Airport"
5206,TLV,"Tel Aviv, Israel: Ben Gurion"
5207,TMA,"Tifton, GA: Henry Tift Myers"
5208,TMB,"Miami, FL: Kendall-Tamiami Executive"
5209,TMD,"Timbedra, Mauritania: Timbedra Airport"
5210,TMI,"Tumlingtar, Nepal: Tumlingtar Airport"
5211,TML,"Tamale, Ghana: Tamale Airport"
5212,TMM,"Tamatave, Madagascar: Toamasina"
5213,TMP,"Tampere, Finland: Tampere-Pirkkala"
5214,TMR,"Tamanrasset, Algeria: Aguemar"
5215,TMS,"Sao Tome Island, Sao Tome and Principe: Salazar"
5216,TMT,"Trombetas, Brazil: Trombetas Airport"
5217,TMU,"Tambor, Costa Rica: Tambor Airport"
5218,TMW,"Tamworth, Australia: Tamworth Airport"
5219,TN1,"Lebanon, TN: Lebanon Municipal"
5220,TN2,"Sparta, TN: Upper Cumberland Regional"
5221,TN3,"Lewisburg, TN: Ellington"
5222,TN4,"Pulaski, TN: Abernathy Field"
5223,TN5,"Lexington, TN: Franklin Wilkins"
5224,TN6,"Dyersburg, TN: Dyersburg Regional"
5225,TN7,"Winchester, TN: Winchester Municipal"
5226,TN8,"Nashville, TN: John C Tune"
5227,TN9,"Sevierville, TN: Gatlinburg-Pigeon Forge"
5228,TNA,"Jinan, China: Yaoqiang"
5229,TNC,"Tin City, AK: Tin City LRRS"
5230,TNE,"Tanegashima, Japan: Tanegashima Airport"
5231,TNG,"Tangier, Morocco: Tanger Ibn Batouta International"
5232,TNJ,"Tandjungpinang, Indonesia: Kidjang"
5233,TNK,"Tununak, AK: Tununak Airport"
5234,TNN,"Tainan, Taiwan: Tainan Airport"
5235,TNP,"Twentynine Palms, CA: Twentynine Palms Airport"
5236,TNR,"Antananarivo, Madagascar: Ivato"
5237,TNT,"Miami, FL: Dade-Collier Training and Transition"
5238,TNU,"Newton, IA: Newton Municipal"
5239,TNX,"Stung Treng, Cambodia: Stung Treng Airport"
5240,TOA,"Torrance, CA: Zamperini Field"
5241,TOB,"Tobruk, Libya: Tobruk Airport"
5242,TOD,"Pulau Tioman, Malaysia: Pulau Tioman Airport"
5243,TOE,"Tozeur, Tunisia: Nefta"
5244,TOG,"Togiak, AK: Togiak Airport"
5245,TOI,"Troy, AL: Troy Municipal"
5246,TOJ,"Madrid, Spain: Torrejon AFB"
5247,TOL,"Toledo, OH: Toledo Express"
5248,TOM,"Tombouctou, Mali: Tombouctou Airport"
5249,TOP,"Topeka, KS: Philip Billard Municipal"
5250,TOQ,"Tocopilla, Chile: Barriles"
5251,TOR,"Torrington, WY: Torrington Municipal"
5252,TOS,"Tromso, Norway: Langnes"
5253,TOU,"Touho, New Caledonia: Touho Airport"
5254,TOV,"Tortola, British Virgin Islands: Tortola West End Seaplane Base"
5255,TOY,"Toyama, Japan: Toyama Airport"
5256,TPA,"Tampa, FL: Tampa International"
5257,TPB,"Topeka, KS: Allen Air Park"
5258,TPE,"Taipei, Taiwan: Taiwan Taoyuan International"
5259,TPF,"Tampa, FL: Peter O''Knight"
5260,TPH,"Tonopah, NV: Tonopah Airport"
5261,TPI,"Tapini, Papua New Guinea: Tapini Airport"
5262,TPL,"Temple, TX: Draughon-Miller Central Texas Regional"
5263,TPP,"Tarapoto, Peru: Tarapoto Airport"
5264,TPQ,"Tepic, Mexico: Tepic Airport"
5265,TPR,"Tom Price, Australia: Tom Price Airport"
5266,TPS,"Trapani/Marsala, Italy: Trapani/Birgi"
5267,TRB,"Turbo, Colombia: Turbo Airport"
5268,TRC,"Torreon, Mexico: Torreon International"
5269,TRD,"Trondheim, Norway: Vaernes"
5270,TRE,"Tiree Island, United Kingdom: Tiree Island Airport"
5271,TRF,"Sandefjord, Norway: Torp"
5272,TRG,"Tauranga, New Zealand: Tauranga Airport"
5273,TRH,"Trona, CA: Trona Airport"
5274,TRI,"Bristol/Johnson City/Kingsport, TN: Tri-Cities Regional TN/VA"
5275,TRK,"Tarakan, Indonesia: Juwata"
5276,TRM,"Thermal, CA: Jacqueline Cochran Regional"
5277,TRN,"Turin, Italy: Torino"
5278,TRO,"Taree, Australia: Taree Airport"
5279,TRR,"Trincomalee, Sri Lanka: China Bay"
5280,TRS,"Trieste, Italy: Trieste Airport"
5281,TRU,"Trujillo, Peru: Capitan Carlos Martinez de Pinillos"
5282,TRV,"Trivandrum, India: Thiruvananthapuram International"
5283,TRW,"Tarawa, Kiribati: Bonriki International"
5284,TRZ,"Trichinopoly, India: Tiruchirappalli"
5285,TSA,"Taipei, Taiwan: Taipei Songshan"
5286,TSB,"Tsumeb, Namibia: Tsumeb Airport"
5287,TSE,"Astana, Kazakhstan: Astana International"
5288,TSF,"Venice, Italy: Treviso"
5289,TSG,"Tanacross, AK: Tanacross Airport"
5290,TSH,"Tshikapa, Congo (Kinshasa): Tshikapa Airport"
5291,TSJ,"Tsushima, Japan: Tsushima Airport"
5292,TSM,"Taos, NM: Taos Regional"
5293,TSN,"Tianjin, China: Binhai"
5294,TSP,"Tehachapi, CA: Tehachapi Municipal"
5295,TSR,"Timisoara, Romania: Traian Vuia"
5296,TSS,"New York, NY: East 34th Street Heliport"
5297,TSV,"Townsville, Australia: Townsville Airport"
5298,TTB,"Tortoli, Italy: Tortoli Airport"
5299,TTC,"Taltal, Chile: Argolla"
5300,TTD,"Troutdale, OR: Portland Troutdale"
5301,TTG,"Tartagal, Argentina: Tartagal Airport"
5302,TTH,"Thumrait, Oman: Thumrait Airport"
5303,TTJ,"Tottori, Japan: Tottori Airport"
5304,TTL,"Turtle Island, Fiji: Turtle Island Airport"
5305,TTN,"Trenton, NJ: Trenton Mercer"
5306,TTS,"Tsaratanana, Madagascar: Tsaratanana Airport"
5307,TTT,"Taitung, Taiwan: Fongnian"
5308,TTU,"Tetuan, Morocco: Tetouan/Sania Ramel"
5309,TUA,"Tulcan, Ecuador: Tulcan Airport"
5310,TUB,"Tubuai Island, French Polynesia: Tubuai Is Fr. Polynesia"
5311,TUC,"Tucuman, Argentina: Tucuman Airport"
5312,TUD,"Tambacounda, Senegal: Tambacounda Airport"
5313,TUF,"Tours, France: Tours Val de Loire"
5314,TUG,"Tuguegarao, Philippines: Tuguegarao Airport"
5315,TUH,"Tullahoma, TN: Arnold AFB"
5316,TUI,"Turaif, Saudi Arabia: Turaif Airport"
5317,TUK,"Turbat, Pakistan: Turbat International"
5318,TUL,"Tulsa, OK: Tulsa International"
5319,TUM,"Tumut, Australia: Tumut Airport"
5320,TUN,"Tunis, Tunisia: Carthage"
5321,TUO,"Taupo, New Zealand: Taupo Airport"
5322,TUP,"Tupelo, MS: Tupelo Regional"
5323,TUR,"Tucurui, Brazil: Tucurui Airport"
5324,TUS,"Tucson, AZ: Tucson International"
5325,TUT,"Tauta, Papua New Guinea: Tauta Airport"
5326,TUU,"Tabuk, Saudi Arabia: Prince Sultan Bin Abdulaziz"
5327,TVA,"Morafenobe, Madagascar: Morafenobe Airport"
5328,TVC,"Traverse City, MI: Cherry Capital"
5329,TVF,"Thief River Falls, MN: Thief River Falls Regional"
5330,TVI,"Thomasville, GA: Thomasville Regional"
5331,TVL,"Lake Tahoe, CA: Lake Tahoe Airport"
5332,TVU,"Taveuni, Fiji: Matei"
5333,TWA,"Twin Hills, AK: Twin Hills Airport"
5334,TWB,"Toowoomba, Australia: Toowoomba Airport"
5335,TWD,"Port Townsend, WA: Jefferson County International"
5336,TWE,"Taylor, AK: Taylor Airport"
5337,TWF,"Twin Falls, ID: Joslin Field - Magic Valley Regional"
5338,TWH,"Two Harbors, CA: Two Harbors Airport"
5339,TWU,"Tawau, Malaysia: Tawau Airport"
5340,TX1,"Mesquite, TX: Mesquite Metro"
5341,TX2,"Denver City, TX: Denver City Airport"
5342,TX3,"Port Isabel, TX: Port Isabel - Cameron County"
5343,TX4,"Ballinger, TX: Bruce Field"
5344,TX5,"Cleburne, TX: Cleburne Regional"
5345,TX6,"Horseshoe Bay, TX: Horseshoe Bay Resort"
5346,TX7,"Post, TX: Post Garza County Municipal"
5347,TX8,"Slaton, TX: Slaton Municipal"
5348,TX9,"Winters, TX: Winters Municipal"
5349,TXG,"Taichung, Taiwan: Taichung Airport"
5350,TXK,"Texarkana, AR: Texarkana Regional-Webb Field"
5351,TXL,"Berlin, Germany: Tegel"
5352,TXN,"Tunxi, China: Tunxi Airport"
5353,TXU,"Tabou, Cote d''Ivoire: Tabou Airport"
5354,TYB,"Tibooburra, Australia: Tibooburra Airport"
5355,TYE,"Tyonek, AK: Tyonek Airport"
5356,TYL,"Talara, Peru: Capitan FAP Victor Montes International"
5357,TYN,"Taiyuan, China: Wusu"
5358,TYO,"Tokyo, Japan: Tokyo Metropolitan Area"
5359,TYR,"Tyler, TX: Tyler Pounds Regional"
5360,TYS,"Knoxville, TN: McGhee Tyson"
5361,TYZ,"Taylor, AZ: Taylor Airport"
5362,TZA,"Belize City, Belize: Belize Municipal"
5363,TZF,"Maya Beach, Belize: Maya Beach Airport"
5364,TZL,"Tuzla, Bosnia and Herzegovina: Tuzla Airport"
5365,TZN,"Congo Town, The Bahamas: Congo Town Airport"
5366,TZX,"Trabzon, Turkey: Trabzon Airport"
5367,U36,"Aberdeen, ID: Aberdeen Municipal"
5368,UAB,"Adana, Turkey: Incirlik AB"
5369,UAH,"Ua Huka, French Polynesia: Ua Huka Airport"
5370,UAK,"Narsarsuaq, Greenland: Narsarsuaq Airport"
5371,UAM,"Guam, TT: Andersen AFB"
5372,UAQ,"San Juan, Argentina: San Juan Airport"
5373,UAS,"Samburu, Kenya: Samburu Airport"
5374,UAX,"Uaxactun, Guatemala: Uaxactun Airport"
5375,UBA,"Uberaba, Brazil: Mario de Almeida Franco"
5376,UBF,"Chatham, MA: Chatham Municipal"
5377,UBJ,"Ube, Japan: Yamaguchi Ube"
5378,UBP,"Ubon Ratchathani, Thailand: Ubon Ratchathani Airport"
5379,UBS,"Columbus, MS: Columbus-Lowndes County"
5380,UCA,"Utica/Rome, NY: Oneida County"
5381,UCY,"Union City, TN: Everett-Stewart Regional"
5382,UDD,"Bermuda Dunes, CA: Bermuda Dunes Airport"
5383,UDG,"Darlington, SC: Darlington County Jetport"
5384,UDI,"Uberlandia, Brazil: Uberlandia Airport"
5385,UDR,"Udaipur, India: Udaipur Airport"
5386,UEL,"Quelimane, Mozambique: Quelimane Airport"
5387,UEO,"Kumejima, Japan: Kumejima Airport"
5388,UES,"Waukesha, WI: Waukesha County"
5389,UET,"Quetta, Pakistan: Quetta International"
5390,UFA,"Ufa, Russia: Ufa Airport"
5391,UGA,"Ugashik, AK: Ugashik Airport"
5392,UGB,"Pilot Point, AK: Ugashik Bay"
5393,UGC,"Urgench, Uzbekistan: Urgench Airport"
5394,UGI,"Uganik, AK: Uganik Airport"
5395,UGN,"Waukegan, IL: Waukegan Regional"
5396,UGS,"Ugashik, AK: Ugashik Airport"
5397,UHE,"Uherske Hradiste, Czech Republic: Uherske Hradiste Airport"
5398,UHF,"Upper Heyford, United Kingdom: Upper Heyford Airport"
5399,UIB,"Quibdo, Colombia: El Carano"
5400,UIH,"Qui Nhon, Vietnam: Phu Cat"
5401,UII,"Utila Island, Honduras: Utila Island Hond."
5402,UIN,"Quincy, IL: Quincy Regional-Baldwin Field"
5403,UIO,"Quito, Ecuador: Old Mariscal Sucre International"
5404,UIP,"Quimper, France: Quimper Pluguffan"
5405,UKB,"Kobe Honshu Island, Japan: Kobe"
5406,UKI,"Ukiah, CA: Ukiah Municipal"
5407,ULA,"San Julian, Argentina: San Julian Airport"
5408,ULC,"Santiago, Chile: Los Cerrillos"
5409,ULI,"Ulithi, Federated States of Micronesia: Ulithi Airport"
5410,ULM,"New Ulm, MN: New Ulm Municipal"
5411,ULN,"Ulan Bator, Mongolia: Chinggis Khaan International"
5412,ULQ,"Tulua, Colombia: Tulua Airport"
5413,ULS,"Ulysses, KS: Ulysses Airport"
5414,ULY,"Ulyanovsk, Russia: Vostochny"
5415,UMB,"Umnak, AK: North Shore"
5416,UMD,"Uummannaq, Greenland: Uummannaq Airport"
5417,UME,"Umea, Sweden: Umea Airport"
5418,UMM,"Summit, AK: Summit Airport"
5419,UMR,"Woomera, Australia: Woomera Airport"
5420,UMT,"Umiat, AK: Umiat Airport"
5421,UMU,"Umuarama, Brazil: Umuarama Airport"
5422,UND,"Konduz, Afghanistan: Kunduz"
5423,UNG,"Kiunga, Papua New Guinea: Kiunga Airport"
5424,UNI,"Union Island, Saint Vincent and the Grenadines: Union Island Airport"
5425,UNK,"Unalakleet, AK: Unalakleet Airport"
5426,UNS,"Umnak, AK: Umnak Airport"
5427,UNT,"Unst, United Kingdom: Unst Airport"
5428,UOS,"Sewanee, TN: Franklin County"
5429,UOX,"Oxford, MS: University-Oxford"
5430,UPG,"Ujung Pandang, Indonesia: Hasanuddin"
5431,UPN,"Uruapan, Mexico: Uruapan Airport"
5432,UPP,"Upolo Point, HI: Upolu"
5433,UQE,"Queens, AK: The Queens"
5434,URA,"Uralsk, Kazakhstan: Uralsk Airport"
5435,URB,"Urubupunga, Brazil: Urubupunga Airport"
5436,URC,"Urumqi, China: Diwopu"
5437,URG,"Uruguaiana, Brazil: Rubem Berta"
5438,URO,"Boos, France: Rouen Vallee de Seine"
5439,URT,"Surat Thani, Thailand: Surat Thani Airport"
5440,URY,"Gurayat, Saudi Arabia: Guriat"
5441,USH,"Ushuaia, Argentina: Islas Malvinas"
5442,USI,"Usibelli, AK: Usi Belli Coal Mine"
5443,USM,"Koh Samui, Thailand: Samui"
5444,USN,"Ulsan, South Korea: Ulsan Airport"
5445,UST,"St. Augustine, FL: Northeast Florida Regional"
5446,UT1,"Heber, UT: Heber City Municipal - Russ McDonald Field"
5447,UTB,"Muttaburra, Australia: Muttaburra Airport"
5448,UTH,"Udon Thani, Thailand: Udon Thani Airport"
5449,UTK,"Utirik, Marshall Islands: Utirik Island"
5450,UTM,"Tunica, MS: Tunica Municipal"
5451,UTN,"Upington, South Africa: Upington International"
5452,UTO,"Utopia, AK: Indian Mountain LRRS"
5453,UTP,"Utapao, Thailand: U-Tapao Pattaya International"
5454,UTT,"Mthatha, South Africa: Mthatha Airport"
5455,UTW,"Queenstown, South Africa: Queenstown Airport"
5456,UUD,"Ulan-Ude, Russia: Mukhino"
5457,UUK,"Kuparuk, AK: North Kuparuk"
5458,UUS,"Yuzhno-Sakhalinsk, Russia: Khomutovo"
5459,UUU,"Manumu, Papua New Guinea: Manumu Airport"
5460,UVA,"Uvalde, TX: Garner Field"
5461,UVE,"Ouvea, New Caledonia: Ouvea Ouloup"
5462,UVF,"St. Lucia, Saint Lucia: Hewanorra International"
5463,UVL,"Kharja, Egypt: New Valley"
5464,UXA,"Lik Camp, AK: Lik Camp Airport"
5465,UXB,"Fassberg, Germany: Fassberg Airport"
5466,UXC,"Hawley, MN: Hawley Municipal"
5467,UXD,"Chowchilla, CA: Chowchilla Airport"
5468,UXE,"Faulkton, SD: Faulkton Municipal"
5469,UXF,"St. Anthony, ID: Stanford Field"
5470,UXG,"Dutch John, UT: Dutch John Airport"
5471,UXH,"Kiev, Ukraine: Gostomel"
5472,UXI,"Calder Bay, AK: Calder Bay Airport"
5473,UXJ,"Richmond, KY: Madison"
5474,UXK,"Petaluma, CA: Petaluma Municipal"
5475,UXL,"Chariot, AK: Chariot Airport"
5476,UXM,"47-Mile Mine, AK: 47-Mile Mine Airport"
5477,UXN,"Prestonsburg, KY: Big Sandy Regional"
5478,UXO,"Fitchburg, MA: Fitchburg Municipal"
5479,UXP,"Bay St. Louis, MS: Stennis International"
5480,UXQ,"Gilze-Rijen, Netherlands: Gilze-Rijen Airport"
5481,UXR,"Monument Valley, UT: Monument Valley Airport"
5482,UXS,"Cimarron, KS: Cimarron Municipal"
5483,UXT,"Lorain/Elyria, OH: Lorain Cnty Regional"
5484,UXU,"Cheboygan, MI: Cheboygan County"
5485,UXV,"Enterprise, OR: Enterprise Municipal"
5486,UXW,"Cookeville, TN: Putnam County"
5487,UXX,"Hot Springs, MT: Hot Springs Airport"
5488,UXY,"Circle, MT: Circle Town County"
5489,UXZ,"Garrison, ND: Garrison Municipal"
5490,UY1,"Melilla, Uruguay: Angel S Adami"
5491,UYL,"Nyala, Sudan: Nyala Airport"
5492,UZU,"Curuzu Cuatia, Argentina: Curuzu Cuatia Airport"
5493,VA1,"Emporia, VA: Emporia Greensville Regional"
5494,VA2,"Chesapeake, VA: Chesapeake Regional"
5495,VA3,"Marion/Wytheville, VA: Mountain Empire"
5496,VA4,"Leesburg, VA: Leesburg Executive"
5497,VA5,"Richmond, VA: Hanover County Municipal"
5498,VAA,"Vaasa, Finland: Vaasa Airport"
5499,VAD,"Valdosta, GA: Moody AFB"
5500,VAF,"Valence, France: Valence Chabeuil"
5501,VAI,"Vanimo, Papua New Guinea: Vanimo Airport"
5502,VAK,"Chevak, AK: Chevak Airport"
5503,VAN,"Van, Turkey: Van Airport"
5504,VAO,"Suavanao, Solomon Islands: Suavanao Airport"
5505,VAR,"Varna, Bulgaria: Varna Airport"
5506,VAS,"Sivas, Turkey: Sivas Airport"
5507,VAV,"Vava''u, Tonga: Vava''u International"
5508,VBG,"Lompoc, CA: Vandenberg AFB"
5509,VBS,"Brescia, Italy: Brescia Montichiari"
5510,VBY,"Visby, Sweden: Visby Airport"
5511,VCA,"Can Tho, Vietnam: Can Tho International"
5512,VCB,"View Cove, AK: View Cove Airport"
5513,VCE,"Venice, Italy: Marco Polo International"
5514,VCP,"Sao Paulo, Brazil: Viracopos International"
5515,VCR,"Carora, Venezuela: Carora Airport"
5516,VCT,"Victoria, TX: Victoria Regional"
5517,VCV,"Victorville, CA: Southern California Logistics"
5518,VDA,"Ovda, Israel: Ovda Airport"
5519,VDC,"Vitoria Da Conquista, Brazil: Vitoria Da Conquista Airport"
5520,VDE,"Valverde, Spain: Hierro"
5521,VDI,"Vidalia, GA: Vidalia Regional"
5522,VDM,"Viedma, Argentina: Viedma Airport"
5523,VDP,"Valle de la Pascua, Venezuela: Valle de la Pascua Airport"
5524,VDR,"Villa Dolores, Argentina: Villa Dolores Airport"
5525,VDS,"Vadso, Norway: Vadso Airport"
5526,VDZ,"Valdez, AK: Valdez Pioneer Field"
5527,VEE,"Venetie, AK: Venetie Airport"
5528,VEL,"Vernal, UT: Vernal Regional"
5529,VEO,"Versailles, MO: Roy Otten Memorial Airfield"
5530,VER,"Veracruz, Mexico: General Heriberto Jara International"
5531,VEY,"Vestmannaeyjar, Iceland: Vestmannaeyjar Airport"
5532,VFA,"Victoria Falls, Zimbabwe: Victoria Falls International"
5533,VGA,"Vijayawada, India: Vijayawada Airport"
5534,VGC,"Hamilton, NY: Hamilton Municipal"
5535,VGO,"Vigo, Spain: Vigo Airport"
5536,VGT,"Las Vegas, NV: North Las Vegas"
5537,VHM,"Vilhelmina, Sweden: Vilhelmina Airport"
5538,VHY,"Vichy, France: Vichy Charmeil"
5539,VIC,"Vicenza, Italy: Vicenza Airport"
5540,VID,"Vidin, Bulgaria: Vidin Airport"
5541,VIE,"Vienna, Austria: Vienna International"
5542,VIG,"El Vigia, Venezuela: Juan Pablo Perez Alfonso"
5543,VIH,"Vichy, MO: Rolla National"
5544,VII,"Vinh City, Vietnam: Vinh"
5545,VIJ,"Virgin Gorda, British Virgin Islands: Virgin Gorda Airport"
5546,VIK,"Kavik River, AK: Kavik River Airport"
5547,VIL,"Dakhla, Morocco: Dakhla International"
5548,VIS,"Visalia, CA: Visalia Municipal"
5549,VIT,"Vitoria, Spain: Vitoria Airport"
5550,VIX,"Vitoria, Brazil: Eurico de Aguiar Salles"
5551,VKO,"Moscow, Russia: Vnukovo"
5552,VKS,"Vicksburg, MS: Vicksburg Municipal"
5553,VLC,"Valencia, Spain: Valencia Airport"
5554,VLD,"Valdosta, GA: Valdosta Regional"
5555,VLI,"Port Vila, Vanuatu: Port Vila Airport"
5556,VLL,"Valladolid, Spain: Valladolid Airport"
5557,VLN,"Valencia, Venezuela: Arturo Michelena International"
5558,VLR,"Vallenar, Chile: Vallenar Airport"
5559,VLV,"Valera, Venezuela: Dr. Antonio Nicolas Briceno"
5560,VME,"Villa Mercedes, Argentina: Mercedes"
5561,VNC,"Venice, FL: Venice Municipal"
5562,VNO,"Vilnius, Lithuania: Vilnius International"
5563,VNS,"Varanasi, India: Varanasi Airport"
5564,VNY,"Van Nuys, CA: Van Nuys Airport"
5565,VOG,"Volgograd, Russia: Gumrak"
5566,VOK,"Camp Douglas, WI: Volk Field"
5567,VOL,"Volos, Greece: Volos Airport"
5568,VPC,"Cartersville, GA: Cartersville Airport"
5569,VPE,"Ondjiva, Angola: Ondjiva Airport"
5570,VPS,"Valparaiso, FL: Northwest Florida Regional"
5571,VPZ,"Valparaiso, IN: Porter County Regional"
5572,VQS,"Vieques, PR: Antonio Rivera Rodriguez"
5573,VRA,"Varadero, Cuba: Juan Gualberto Gomez International"
5574,VRB,"Vero Beach, FL: Vero Beach Municipal"
5575,VRC,"Virac, Philippines: Virac Airport"
5576,VRK,"Varkaus, Finland: Varkaus Airport"
5577,VRN,"Verona, Italy: Villafranca"
5578,VSA,"Villahermosa, Mexico: C. P. A. Carlos Rovirosa International"
5579,VSE,"Viseu, Portugal: Viseu Airport"
5580,VSF,"Springfield, VT: Hartness State"
5581,VST,"Vasteras, Sweden: Vasteras Airport"
5582,VTE,"Vientiane, Laos: Wattay International"
5583,VTN,"Valentine, NE: Miller Field"
5584,VTZ,"Visakhapatnam, India: Vishakhapatnam"
5585,VUJ,"Albemarle, NC: Stanly County"
5586,VUO,"Vancouver, WA: Pearson Field"
5587,VUP,"Valledupar, Colombia: Alfonso Lopez Pumarejo"
5588,VVC,"Villavicencio, Colombia: Vanguardia"
5589,VVI,"Santa Cruz, Bolivia: Viru Viru International"
5590,VVK,"Vastervik, Sweden: Vastervik Airport"
5591,VVO,"Vladivostok, Russia: Knevichi"
5592,VWA,"Headland, AL: Headland Municipal"
5593,VWB,"Myrtle Creek, OR: Myrtle Creek Municipal"
5594,VWC,"Gallatin, TN: Sumner County Regional"
5595,VWD,"Hanford, CA: Hanford Municipal"
5596,VWE,"Chelan, WA: Lake Chelan"
5597,VWF,"Custer, SD: Custer County"
5598,VWG,"Garibaldi, OR: Tillamook"
5599,VWH,"Midland/Odessa, TX: Odessa Schlemeyer Field"
5600,VWI,"California City, CA: California City Municipal"
5601,VWJ,"Cameron, SC: McNeil"
5602,VWK,"Saratoga Springs, NY: Saratoga County"
5603,VWL,"Bemidji, MN: Nary National Shefland Field"
5604,VWM,"Weed, CA: Weed Airport"
5605,VWN,"Parker, AZ: Avi Suquilla"
5606,VWO,"Arlington, WA: Arlington Municipal"
5607,VWP,"Bernard, ID: Bernard Usfs"
5608,VWQ,"Lodi, CA: Kingdon Airpark"
5609,VWR,"Independence, CA: Independence Airport"
5610,VWS,"Wichita, KS: Colonel James Jabara"
5611,VWT,"Americus, GA: Jimmy Carter Regional"
5612,VWW,"Deer Lodge, MT: Deer Lodge-City-County"
5613,VWX,"Hondo, TX: South Texas Regional at Hondo"
5614,VWY,"Landsberg Am Lech, Germany: Landsberg-Lech"
5615,VWZ,"Granite Creek Mine, AK: Granite Creek Mine Airport"
5616,VXE,"Sao Vicente, Cape Verde: Sao Pedro International"
5617,VXO,"Vaxjo, Sweden: Smaland"
5618,VYD,"Vryheid, South Africa: Vryheid Airport"
5619,VYS,"Peru, IL: Illinois Valley Regional"
5620,VZA,"Marvel Creek Mine, AK: Marvel Creek Mine Airport"
5621,VZB,"Mitrofania, AK: Mitrofania Airport"
5622,VZC,"Mush Bay, AK: Mush Bay Airport"
5623,VZD,"Campbell Lagoon, AK: Campbell Lagoon Airport"
5624,VZE,"Frazer Lake, AK: Frazer Lake Airport"
